,0
2998,30
2999,60
3000,27
3001,14
3002,21
3003,13
3004,8
3005,30
3006,43
3007,66
3008,84
3009,59
3010,44
3011,190
3012,62
3013,22
3014,18
3015,6
3016,93
3017,51
3018,29
3019,52
3020,21
3021,39
3022,54
3023,37
3024,11
3025,46
3026,22
3027,97
3028,14
3029,10
3030,34
3031,4
3032,31
3033,6
3034,269
3035,31
3036,21
3037,25
3038,10
3039,52
3040,10
3041,29
3042,28
3043,9
3044,5
3045,23
3046,28
3047,31
3048,17
3049,19
3050,21
3051,21
3052,3
3053,19
3054,25
3055,231
3056,28
3057,49
3058,7
3059,35
3060,14
3061,18
3062,22
3063,12
3064,36
3065,8
3066,95
3067,91
3068,22
3069,30
3070,20
3071,27
3072,3
3073,51
3074,11
3075,28
3076,27
3077,43
3078,24
3079,33
3080,4
3081,29
3082,31
3083,30
3084,16
3085,189
3086,113
3087,11
3088,66
3089,17
3090,24
3091,180
3092,32
3093,18
3094,28
3095,17
3096,17
3097,6
3098,30
3099,36
3100,4
3101,23
3102,30
3103,5
3104,26
3105,61
3106,22
3107,25
3108,41
3109,23
3110,91
3111,24
3112,27
3113,57
3114,14
3115,3
3116,26
3117,14
3118,4
3119,157
3120,5
3121,15
3122,42
3123,16
3124,25
3125,16
3126,9
3127,12
3128,36
3129,46
3130,18
3131,17
3132,19
3133,95
3134,5
3135,10
3136,44
3137,32
3138,24
3139,26
3140,18
3141,24
3142,10
3143,272
3144,36
3145,131
3146,28
3147,18
3148,39
3149,24
3150,7
3151,10
3152,8
3153,20
3154,27
3155,25
3156,6
3157,14
3158,42
3159,10
3160,21
3161,11
3162,32
3163,49
3164,29
3165,16
3166,325
3167,26
3168,6
3169,25
3170,10
3171,116
3172,94
3173,12
3174,56
3175,130
3176,35
3177,15
3178,16
3179,43
3180,10
3181,59
3182,32
3183,16
3184,34
3185,34
3186,7
3187,60
3188,31
3189,30
3190,3
3191,11
3192,27
3193,57
3194,356
3195,8
3196,8
3197,35
3198,26
3199,167
3200,27
3201,28
3202,17
3203,400
3204,7
3205,43
3206,26
3207,10
3208,9
3209,407
3210,61
3211,23
3212,21
3213,8
3214,4
3215,21
3216,31
3217,19
3218,7
3219,30
3220,6
3221,2
3222,11
3223,6
3224,26
3225,8
3226,59
3227,10
3228,17
3229,31
3230,27
3231,31
3232,6
3233,82
3234,3
3235,56
3236,145
3237,8
3238,18
3239,32
3240,156
3241,39
3242,260
3243,3
3244,31
3245,13
3246,30
3247,10
3248,94
3249,42
3250,12
3251,24
3252,14
3253,21
3254,111
3255,36
3256,25
3257,6
3258,9
3259,33
3260,12
3261,18
3262,9
3263,3
3264,41
3265,21
3266,7
3267,9
3268,18
3269,10
3270,10
3271,22
3272,26
3273,17
3274,32
3275,27
3276,28
3277,18
3278,13
3279,74
3280,32
3281,16
3282,10
3283,8
3284,14
3285,30
3286,20
3287,31
3288,5
3289,11
3290,16
3291,110
3292,24
3293,22
3294,10
3295,40
3296,34
3297,28
3298,18
3299,9
3300,4
3301,6
3302,18
3303,3
3304,21
3305,42
3306,19
3307,22
3308,58
3309,14
3310,29
3311,9
3312,10
3313,295
3314,30
3315,26
3316,16
3317,93
3318,55
3319,12
3320,25
3321,20
3322,7
3323,13
3324,14
3325,8
3326,10
3327,17
3328,15
3329,11
3330,31
3331,58
3332,31
3333,15
3334,30
3335,43
3336,33
3337,25
3338,26
3339,24
3340,17
3341,6
3342,23
3343,197
3344,27
3345,29
3346,25
3347,4
3348,24
3349,23
3350,7
3351,44
3352,21
3353,35
3354,15
3355,19
3356,33
3357,24
3358,21
3359,51
3360,15
3361,7
3362,31
3363,9
3364,30
3365,28
3366,38
3367,8
3368,66
3369,54
3370,124
3371,14
3372,3
3373,4
3374,29
3375,30
3376,29
3377,18
3378,3
3379,224
3380,17
3381,26
3382,150
3383,23
3384,32
3385,27
3386,12
3387,21
3388,28
3389,4
3390,10
3391,30
3392,25
3393,36
3394,19
3395,53
3396,13
3397,65
3398,13
3399,405
3400,16
3401,11
3402,8
3403,134
3404,7
3405,109
3406,17
3407,71
3408,22
3409,34
3410,34
3411,25
3412,5
3413,16
3414,70
3415,30
3416,42
3417,50
3418,88
3419,44
3420,2
3421,7
3422,24
3423,35
3424,27
3425,3
3426,131
3427,34
3428,32
3429,29
3430,35
3431,87
3432,9
3433,32
3434,28
3435,57
3436,32
3437,29
3438,31
3439,61
3440,22
3441,96
3442,13
3443,29
3444,15
3445,14
3446,7
3447,13
3448,23
3449,56
3450,19
3451,20
3452,11
3453,67
3454,359
3455,34
3456,26
3457,33
3458,15
3459,27
3460,37
3461,16
3462,28
3463,53
3464,14
3465,28
3466,20
3467,42
3468,46
3469,149
3470,6
3471,62
3472,16
3473,49
3474,41
3475,82
3476,8
3477,5
3478,26
3479,16
3480,16
3481,6
3482,311
3483,23
3484,17
3485,27
3486,23
3487,4
3488,22
3489,4
3490,12
3491,8
3492,21
3493,45
3494,28
3495,61
3496,27
3497,33
3498,35
3499,55
3500,9
3501,27
3502,20
3503,58
3504,8
3505,36
3506,17
3507,14
3508,39
3509,33
3510,33
3511,22
3512,30
3513,25
3514,18
