,0
2998,4
2999,56
3000,20
3001,16
3002,13
3003,35
3004,22
3005,28
3006,9
3007,2
3008,11
3009,38
3010,28
3011,12
3012,26
3013,40
3014,27
3015,8
3016,2
3017,87
3018,99
3019,20
3020,10
3021,6
3022,22
3023,9
3024,18
3025,11
3026,304
3027,30
3028,39
3029,34
3030,21
3031,35
3032,14
3033,2
3034,11
3035,15
3036,17
3037,22
3038,14
3039,11
3040,4
3041,4
3042,12
3043,22
3044,32
3045,17
3046,73
3047,6
3048,19
3049,4
3050,38
3051,22
3052,4
3053,10
3054,19
3055,15
3056,8
3057,18
3058,5
3059,80
3060,5
3061,27
3062,68
3063,18
3064,25
3065,19
3066,24
3067,4
3068,15
3069,4
3070,15
3071,2
3072,79
3073,5
3074,23
3075,37
3076,14
3077,5
3078,32
3079,34
3080,11
3081,19
3082,23
3083,24
3084,53
3085,14
3086,13
3087,17
3088,5
3089,18
3090,20
3091,28
3092,2
3093,9
3094,23
3095,9
3096,10
3097,23
3098,25
3099,2
3100,32
3101,5
3102,16
3103,36
3104,26
3105,7
3106,3
3107,20
3108,33
3109,2
3110,39
3111,3
3112,13
3113,8
3114,72
3115,12
3116,10
3117,9
3118,2
3119,32
3120,5
3121,5
3122,26
3123,6
3124,35
3125,30
3126,58
3127,11
3128,29
3129,29
3130,43
3131,3
3132,27
3133,34
3134,1
3135,39
3136,13
3137,20
3138,13
3139,20
3140,21
3141,33
3142,42
3143,13
3144,65
3145,36
3146,18
3147,20
3148,11
3149,13
3150,16
3151,28
3152,30
3153,22
3154,11
3155,15
3156,4
3157,5
3158,22
3159,13
3160,21
3161,57
3162,18
3163,20
3164,25
3165,42
3166,20
3167,2
3168,12
3169,18
3170,24
3171,26
3172,156
3173,68
3174,36
3175,24
3176,22
3177,11
3178,11
3179,8
3180,17
3181,9
3182,17
3183,27
3184,24
3185,27
3186,10
3187,5
3188,16
3189,25
3190,16
3191,30
3192,4
3193,5
3194,23
3195,60
3196,47
3197,73
3198,17
3199,33
3200,7
3201,57
3202,13
3203,7
3204,30
3205,37
3206,56
3207,36
3208,3
3209,28
3210,3
3211,53
3212,13
3213,3
3214,13
3215,4
3216,107
3217,36
3218,21
3219,22
3220,36
3221,7
3222,76
3223,31
3224,3
3225,7
3226,64
3227,113
3228,14
3229,2
3230,2
3231,11
3232,14
3233,29
3234,17
3235,37
3236,35
3237,22
3238,50
3239,17
3240,3
3241,35
3242,21
3243,21
3244,20
3245,10
3246,3
3247,18
3248,88
3249,64
3250,3
3251,15
3252,27
3253,26
3254,4
3255,42
3256,137
3257,6
3258,27
3259,41
3260,7
3261,6
3262,4
3263,17
3264,37
3265,28
3266,7
3267,16
3268,27
3269,25
3270,17
3271,22
3272,3
3273,18
3274,2
3275,19
3276,30
3277,28
3278,5
3279,5
3280,13
3281,22
3282,21
3283,13
3284,22
3285,13
3286,4
3287,59
3288,23
3289,20
3290,18
3291,20
3292,31
3293,44
3294,5
3295,12
3296,59
3297,10
3298,24
3299,21
3300,2
3301,25
3302,16
3303,10
3304,8
3305,51
3306,7
3307,24
3308,33
3309,73
3310,45
3311,22
3312,23
3313,34
3314,9
3315,6
3316,4
3317,96
3318,20
3319,42
3320,22
3321,67
3322,3
3323,9
3324,5
3325,39
3326,10
3327,27
3328,21
3329,3
3330,3
3331,3
3332,58
3333,59
3334,39
3335,45
3336,4
3337,25
3338,35
3339,17
3340,38
3341,9
3342,24
3343,35
3344,17
3345,27
3346,11
3347,3
3348,27
3349,190
3350,178
3351,20
3352,9
3353,8
3354,2
3355,192
3356,5
3357,15
3358,36
3359,19
3360,17
3361,18
3362,3
3363,1
3364,11
3365,19
3366,10
3367,32
3368,22
3369,39
3370,25
3371,11
3372,13
3373,18
3374,32
3375,27
3376,15
3377,118
3378,15
3379,13
3380,30
3381,14
3382,19
3383,18
3384,2
3385,12
3386,7
3387,47
3388,16
3389,33
3390,36
3391,18
3392,3
3393,14
3394,5
3395,2
3396,37
3397,2
3398,19
3399,75
3400,10
3401,12
3402,30
3403,11
3404,19
3405,2
3406,23
3407,15
3408,96
3409,25
3410,10
3411,22
3412,13
3413,31
3414,25
3415,35
3416,7
3417,60
3418,6
3419,10
3420,26
3421,40
3422,45
3423,10
3424,17
3425,4
3426,31
3427,37
3428,5
3429,26
3430,13
3431,12
3432,10
3433,8
3434,71
3435,10
3436,23
3437,15
3438,23
3439,2
3440,14
3441,4
3442,3
3443,38
3444,7
3445,4
3446,6
3447,33
3448,29
3449,30
3450,16
3451,42
3452,23
3453,22
3454,6
3455,4
3456,27
3457,37
3458,135
3459,32
3460,3
3461,23
3462,26
3463,10
3464,10
3465,22
3466,47
3467,3
3468,28
3469,15
3470,6
3471,14
3472,25
3473,16
3474,37
3475,2
3476,44
3477,11
3478,24
3479,71
3480,10
3481,5
3482,7
3483,7
3484,34
3485,14
3486,4
3487,14
3488,4
3489,9
3490,15
3491,15
3492,49
3493,6
3494,33
3495,10
3496,5
3497,15
3498,13
3499,25
3500,89
3501,20
3502,51
3503,8
3504,25
3505,26
3506,7
3507,20
3508,24
3509,8
3510,11
3511,21
3512,5
3513,77
3514,21
3515,11
3516,17
3517,11
3518,13
3519,11
3520,42
3521,33
3522,28
3523,11
3524,25
3525,22
3526,21
3527,3
3528,55
3529,44
3530,20
3531,5
3532,35
3533,6
3534,2
3535,23
3536,19
3537,55
3538,327
3539,43
3540,96
3541,25
3542,16
3543,73
3544,11
3545,18
3546,61
3547,18
3548,130
3549,52
3550,17
3551,3
3552,21
3553,6
3554,2
3555,46
3556,104
3557,2
3558,5
3559,4
3560,26
3561,45
3562,173
3563,14
3564,74
3565,15
3566,25
3567,58
3568,15
3569,2
3570,21
3571,14
3572,14
3573,22
3574,12
3575,400
3576,4
3577,5
3578,17
3579,24
3580,49
3581,42
3582,10
3583,7
3584,35
3585,2
3586,6
3587,13
3588,9
3589,68
3590,14
3591,8
3592,13
3593,34
3594,14
3595,80
3596,10
3597,122
3598,27
3599,22
3600,4
3601,13
3602,5
3603,9
3604,29
3605,17
3606,19
3607,44
3608,17
3609,47
3610,14
3611,8
3612,13
3613,11
3614,16
3615,18
3616,14
3617,8
3618,21
3619,14
3620,34
3621,31
3622,1
3623,23
3624,11
3625,30
3626,5
3627,9
3628,15
3629,7
3630,4
3631,41
3632,21
3633,24
3634,76
3635,11
3636,4
3637,4
3638,8
3639,17
3640,18
3641,19
3642,3
3643,7
3644,4
3645,69
3646,18
3647,12
3648,32
3649,44
3650,21
3651,21
3652,26
3653,14
3654,13
3655,13
3656,3
3657,25
3658,31
3659,3
3660,2
3661,9
3662,4
3663,10
3664,26
3665,20
3666,46
3667,24
3668,5
3669,94
3670,22
3671,2
3672,7
3673,71
3674,5
3675,12
3676,51
3677,36
3678,11
3679,19
3680,23
3681,6
3682,28
3683,46
3684,8
3685,27
3686,35
3687,51
3688,27
3689,24
3690,29
3691,2
3692,70
3693,17
3694,37
3695,3
3696,23
3697,17
3698,91
3699,45
3700,21
3701,17
3702,21
3703,13
3704,11
3705,13
3706,17
3707,17
3708,6
3709,2
3710,8
3711,11
3712,28
3713,6
3714,39
3715,12
3716,5
3717,19
3718,10
3719,28
3720,7
3721,24
3722,24
3723,22
3724,58
3725,78
3726,9
3727,22
3728,17
3729,49
3730,43
3731,29
3732,15
3733,10
3734,26
3735,20
3736,34
3737,44
3738,46
3739,24
3740,59
3741,66
3742,37
3743,18
3744,35
3745,17
3746,4
3747,33
3748,32
3749,14
3750,18
3751,3
3752,10
3753,38
3754,185
3755,17
3756,8
3757,4
3758,13
3759,4
3760,21
3761,2
3762,8
3763,19
3764,3
3765,17
3766,6
3767,21
3768,13
3769,54
3770,9
3771,7
3772,4
3773,63
3774,44
3775,4
3776,26
3777,32
3778,4
3779,73
3780,86
3781,17
3782,4
3783,33
3784,34
3785,23
3786,84
3787,10
3788,9
3789,32
3790,43
3791,19
3792,12
3793,14
3794,5
3795,30
3796,22
3797,20
3798,5
3799,5
3800,47
3801,36
3802,66
3803,48
3804,19
3805,32
3806,5
3807,14
3808,26
3809,104
3810,12
3811,66
3812,90
3813,2
3814,19
3815,6
3816,26
3817,10
3818,22
3819,219
3820,4
3821,14
3822,77
3823,20
3824,15
3825,30
3826,36
3827,4
3828,15
3829,5
3830,35
3831,12
3832,144
3833,43
3834,8
3835,27
3836,11
3837,3
3838,15
3839,11
3840,10
3841,16
3842,80
3843,42
3844,2
3845,34
3846,87
3847,32
3848,11
3849,33
3850,3
3851,2
3852,10
3853,4
3854,10
3855,67
3856,18
3857,30
3858,4
3859,14
3860,9
3861,6
3862,45
3863,87
3864,10
3865,25
3866,12
3867,35
3868,20
3869,16
3870,15
3871,15
3872,9
3873,11
3874,30
3875,23
3876,12
3877,11
3878,3
3879,14
3880,43
3881,9
3882,5
3883,60
3884,11
3885,15
3886,20
3887,10
3888,20
3889,35
3890,23
3891,4
3892,29
3893,3
3894,15
3895,22
3896,5
3897,18
3898,18
3899,65
3900,33
3901,27
3902,16
3903,7
3904,46
3905,22
3906,50
3907,26
3908,20
3909,52
3910,54
3911,44
3912,24
3913,27
3914,4
3915,20
3916,26
3917,24
3918,2
3919,86
3920,18
3921,10
3922,15
3923,53
3924,2
3925,3
3926,37
3927,4
3928,20
3929,2
3930,29
3931,5
3932,5
3933,19
3934,26
3935,25
3936,38
3937,5
3938,2
3939,86
3940,7
3941,8
3942,22
3943,5
3944,7
3945,21
3946,5
3947,12
3948,19
3949,27
3950,26
3951,3
3952,36
3953,2
3954,5
3955,12
3956,78
3957,23
3958,15
3959,18
3960,23
3961,28
3962,3
3963,2
3964,11
3965,42
3966,24
3967,3
3968,75
3969,42
3970,4
3971,3
3972,84
3973,5
3974,6
3975,5
3976,80
3977,3
3978,57
3979,17
3980,3
3981,23
3982,8
3983,7
3984,17
3985,11
3986,23
3987,8
3988,43
3989,110
3990,14
3991,23
3992,13
3993,23
3994,8
3995,4
3996,19
3997,23
3998,82
3999,26
4000,2
4001,13
4002,28
4003,26
4004,48
4005,34
4006,2
4007,23
4008,73
4009,15
4010,23
4011,43
4012,46
4013,30
4014,109
4015,88
4016,22
4017,56
4018,74
4019,18
4020,5
4021,39
4022,19
4023,15
4024,20
4025,32
4026,118
4027,23
4028,27
4029,15
4030,15
4031,15
4032,2
4033,31
4034,45
4035,17
4036,19
4037,13
4038,73
4039,2
4040,65
4041,5
4042,29
4043,28
4044,65
4045,17
4046,20
4047,10
4048,36
4049,12
4050,7
4051,20
4052,16
4053,22
4054,15
4055,45
4056,13
4057,53
4058,25
4059,18
4060,25
4061,12
4062,47
4063,23
4064,17
4065,19
4066,44
4067,7
4068,17
4069,17
4070,25
4071,16
4072,90
4073,19
4074,55
4075,78
4076,3
4077,5
4078,20
4079,2
4080,9
4081,4
4082,33
4083,21
4084,593
4085,63
4086,15
4087,20
4088,13
4089,41
4090,6
4091,22
4092,3
4093,11
4094,20
4095,17
4096,15
4097,32
4098,12
4099,30
4100,36
4101,60
4102,12
4103,32
4104,4
4105,2
4106,15
4107,3
4108,43
4109,11
4110,12
4111,24
4112,15
4113,16
4114,29
4115,25
4116,19
4117,1
4118,59
4119,18
4120,4
4121,21
4122,18
4123,10
4124,6
4125,13
4126,103
4127,14
4128,3
4129,4
4130,23
4131,9
4132,5
4133,4
4134,25
4135,21
4136,22
4137,10
4138,24
4139,9
4140,3
4141,33
4142,30
4143,9
4144,35
4145,54
4146,34
4147,3
4148,20
4149,15
4150,16
4151,26
4152,3
4153,21
4154,29
4155,19
4156,28
4157,22
4158,10
4159,5
4160,36
4161,27
4162,35
4163,24
4164,43
4165,140
4166,20
4167,29
4168,19
4169,31
4170,5
4171,26
4172,31
4173,28
4174,15
4175,8
4176,47
4177,3
4178,17
4179,22
4180,4
4181,4
4182,10
4183,3
4184,2
4185,14
4186,24
4187,2
4188,17
4189,5
4190,4
4191,106
4192,3
4193,73
4194,10
4195,6
4196,20
4197,23
4198,8
4199,3
4200,15
4201,4
4202,20
4203,18
4204,26
4205,91
4206,70
4207,19
4208,19
4209,20
4210,22
4211,16
4212,13
4213,34
4214,5
4215,5
4216,12
4217,10
4218,4
4219,5
4220,10
4221,19
4222,32
4223,38
4224,3
4225,26
4226,26
4227,4
4228,12
4229,3
4230,22
4231,32
4232,4
4233,19
4234,29
4235,13
4236,21
4237,170
4238,24
4239,32
4240,34
4241,57
4242,20
4243,30
4244,2
4245,12
4246,28
4247,28
4248,3
4249,42
4250,21
4251,3
4252,4
4253,2
4254,23
4255,6
4256,7
4257,14
4258,34
4259,25
4260,15
4261,7
4262,19
4263,6
4264,50
4265,4
4266,9
4267,44
4268,5
4269,42
4270,31
4271,90
4272,7
4273,21
4274,38
4275,4
4276,78
4277,22
4278,33
4279,12
4280,30
4281,11
4282,30
4283,8
4284,10
4285,13
4286,20
4287,7
4288,4
4289,19
4290,35
4291,34
4292,14
4293,65
4294,27
4295,16
4296,13
4297,11
4298,146
4299,3
4300,13
4301,54
4302,40
4303,8
4304,24
4305,30
