,0
2998,6
2999,43
3000,26
3001,26
3002,20
3003,39
3004,27
3005,23
3006,14
3007,4
3008,9
3009,33
3010,33
3011,18
3012,39
3013,51
3014,36
3015,13
3016,4
3017,89
3018,105
3019,31
3020,14
3021,11
3022,25
3023,8
3024,29
3025,10
3026,262
3027,36
3028,53
3029,44
3030,27
3031,36
3032,21
3033,5
3034,17
3035,19
3036,25
3037,28
3038,21
3039,16
3040,6
3041,4
3042,16
3043,26
3044,37
3045,19
3046,83
3047,11
3048,26
3049,6
3050,37
3051,33
3052,7
3053,15
3054,19
3055,19
3056,12
3057,26
3058,7
3059,80
3060,7
3061,36
3062,81
3063,23
3064,34
3065,29
3066,33
3067,5
3068,12
3069,5
3070,12
3071,4
3072,88
3073,7
3074,32
3075,47
3076,21
3077,7
3078,37
3079,31
3080,13
3081,23
3082,29
3083,29
3084,43
3085,21
3086,18
3087,26
3088,7
3089,30
3090,28
3091,37
3092,4
3093,15
3094,32
3095,14
3096,15
3097,29
3098,30
3099,3
3100,32
3101,7
3102,22
3103,40
3104,35
3105,12
3106,6
3107,26
3108,45
3109,4
3110,34
3111,6
3112,18
3113,12
3114,83
3115,15
3116,15
3117,15
3118,4
3119,43
3120,9
3121,10
3122,38
3123,11
3124,45
3125,27
3126,76
3127,17
3128,35
3129,43
3130,53
3131,6
3132,37
3133,39
3134,3
3135,46
3136,19
3137,25
3138,13
3139,27
3140,25
3141,37
3142,50
3143,20
3144,65
3145,49
3146,24
3147,24
3148,15
3149,11
3150,15
3151,34
3152,38
3153,28
3154,17
3155,18
3156,7
3157,8
3158,31
3159,19
3160,30
3161,67
3162,23
3163,25
3164,35
3165,54
3166,27
3167,4
3168,14
3169,23
3170,34
3171,34
3172,107
3173,84
3174,41
3175,27
3176,30
3177,15
3178,17
3179,14
3180,26
3181,15
3182,22
3183,36
3184,33
3185,34
3186,16
3187,10
3188,20
3189,32
3190,25
3191,24
3192,8
3193,7
3194,35
3195,67
3196,59
3197,79
3198,20
3199,43
3200,12
3201,49
3202,18
3203,11
3204,39
3205,47
3206,61
3207,46
3208,5
3209,34
3210,5
3211,67
3212,19
3213,5
3214,17
3215,7
3216,73
3217,49
3218,19
3219,33
3220,39
3221,7
3222,80
3223,47
3224,8
3225,12
3226,55
3227,90
3228,14
3229,4
3230,4
3231,17
3232,20
3233,40
3234,24
3235,43
3236,42
3237,30
3238,62
3239,24
3240,5
3241,25
3242,22
3243,26
3244,17
3245,17
3246,5
3247,24
3248,94
3249,62
3250,5
3251,21
3252,34
3253,34
3254,6
3255,57
3256,91
3257,10
3258,34
3259,51
3260,7
3261,9
3262,5
3263,22
3264,44
3265,37
3266,12
3267,13
3268,24
3269,33
3270,25
3271,33
3272,5
3273,24
3274,4
3275,24
3276,41
3277,32
3278,7
3279,10
3280,21
3281,28
3282,29
3283,18
3284,28
3285,18
3286,6
3287,38
3288,31
3289,28
3290,22
3291,27
3292,40
3293,55
3294,6
3295,20
3296,71
3297,15
3298,27
3299,28
3300,4
3301,39
3302,23
3303,16
3304,13
3305,100
3306,11
3307,33
3308,30
3309,52
3310,65
3311,26
3312,29
3313,41
3314,12
3315,11
3316,8
3317,172
3318,29
3319,52
3320,30
3321,71
3322,6
3323,15
3324,9
3325,42
3326,15
3327,22
3328,26
3329,4
3330,4
3331,4
3332,67
3333,68
3334,49
3335,58
3336,6
3337,29
3338,44
3339,23
3340,31
3341,15
3342,33
3343,42
3344,22
3345,32
3346,17
3347,4
3348,37
3349,324
3350,178
3351,25
3352,10
3353,12
3354,4
3355,176
3356,6
3357,21
3358,40
3359,25
3360,27
3361,28
3362,6
3363,3
3364,17
3365,19
3366,9
3367,37
3368,28
3369,33
3370,31
3371,16
3372,22
3373,27
3374,41
3375,49
3376,21
3377,125
3378,21
3379,21
3380,38
3381,20
3382,25
3383,26
3384,4
3385,17
3386,10
3387,57
3388,21
3389,41
3390,27
3391,27
3392,5
3393,24
3394,6
3395,5
3396,45
3397,4
3398,16
3399,53
3400,15
3401,17
3402,34
3403,17
3404,22
3405,4
3406,28
3407,24
3408,70
3409,29
3410,17
3411,32
3412,21
3413,38
3414,30
3415,40
3416,11
3417,64
3418,8
3419,15
3420,35
3421,48
3422,60
3423,17
3424,22
3425,9
3426,34
3427,37
3428,8
3429,29
3430,18
3431,19
3432,15
3433,13
3434,71
3435,16
3436,33
3437,24
3438,28
3439,4
3440,23
3441,9
3442,5
3443,48
3444,14
3445,5
3446,11
3447,42
3448,35
3449,38
3450,24
3451,38
3452,31
3453,29
3454,10
3455,9
3456,36
3457,27
3458,141
3459,43
3460,5
3461,30
3462,34
3463,16
3464,13
3465,31
3466,55
3467,5
3468,31
3469,24
3470,6
3471,22
3472,29
3473,20
3474,45
3475,4
3476,51
3477,18
3478,33
3479,67
3480,14
3481,7
3482,11
3483,11
3484,47
3485,22
3486,9
3487,15
3488,6
3489,14
3490,24
3491,23
3492,47
3493,11
3494,41
3495,17
3496,9
3497,21
3498,14
3499,35
3500,84
3501,28
3502,51
3503,14
3504,35
3505,23
3506,11
3507,26
3508,29
3509,13
3510,16
3511,27
3512,10
3513,64
3514,27
3515,13
3516,26
3517,18
3518,12
3519,18
3520,41
3521,42
3522,38
3523,16
3524,31
3525,25
3526,22
3527,5
3528,62
3529,55
3530,30
3531,9
3532,40
3533,10
3534,4
3535,31
3536,26
3537,60
3538,293
3539,40
3540,64
3541,34
3542,18
3543,59
3544,10
3545,24
3546,63
3547,26
3548,92
3549,63
3550,23
3551,5
3552,31
3553,11
3554,4
3555,58
3556,95
3557,4
3558,6
3559,9
3560,39
3561,61
3562,118
3563,19
3564,54
3565,19
3566,31
3567,77
3568,24
3569,4
3570,31
3571,15
3572,22
3573,31
3574,19
3575,277
3576,9
3577,10
3578,23
3579,31
3580,64
3581,45
3582,14
3583,13
3584,37
3585,4
3586,7
3587,17
3588,12
3589,81
3590,17
3591,12
3592,19
3593,40
3594,20
3595,55
3596,16
3597,111
3598,30
3599,32
3600,5
3601,16
3602,7
3603,13
3604,34
3605,25
3606,24
3607,51
3608,20
3609,54
3610,18
3611,12
3612,22
3613,18
3614,26
3615,26
3616,21
3617,13
3618,32
3619,19
3620,48
3621,39
3622,3
3623,33
3624,18
3625,37
3626,6
3627,10
3628,21
3629,7
3630,7
3631,53
3632,27
3633,35
3634,66
3635,11
3636,7
3637,5
3638,14
3639,24
3640,23
3641,26
3642,5
3643,11
3644,8
3645,71
3646,23
3647,21
3648,47
3649,50
3650,25
3651,30
3652,33
3653,20
3654,12
3655,18
3656,5
3657,22
3658,37
3659,5
3660,4
3661,8
3662,5
3663,14
3664,34
3665,25
3666,41
3667,30
3668,10
3669,103
3670,28
3671,4
3672,10
3673,74
3674,9
3675,17
3676,63
3677,40
3678,16
3679,27
3680,22
3681,10
3682,32
3683,51
3684,14
3685,33
3686,46
3687,41
3688,37
3689,29
3690,35
3691,4
3692,76
3693,24
3694,47
3695,5
3696,32
3697,19
3698,77
3699,55
3700,26
3701,24
3702,31
3703,15
3704,15
3705,20
3706,19
3707,25
3708,10
3709,5
3710,11
3711,17
3712,34
3713,13
3714,47
3715,18
3716,8
3717,27
3718,16
3719,36
3720,10
3721,20
3722,34
3723,27
3724,73
3725,66
3726,15
3727,24
3728,22
3729,60
3730,46
3731,35
3732,18
3733,14
3734,33
3735,19
3736,46
3737,48
3738,51
3739,29
3740,68
3741,65
3742,51
3743,21
3744,48
3745,21
3746,6
3747,36
3748,38
3749,21
3750,24
3751,5
3752,16
3753,53
3754,164
3755,20
3756,9
3757,8
3758,15
3759,6
3760,25
3761,4
3762,12
3763,23
3764,5
3765,23
3766,11
3767,30
3768,20
3769,66
3770,16
3771,11
3772,9
3773,66
3774,55
3775,4
3776,27
3777,37
3778,9
3779,62
3780,91
3781,19
3782,4
3783,45
3784,42
3785,31
3786,92
3787,17
3788,14
3789,44
3790,45
3791,23
3792,11
3793,19
3794,9
3795,35
3796,30
3797,25
3798,7
3799,7
3800,40
3801,50
3802,60
3803,59
3804,25
3805,38
3806,8
3807,20
3808,18
3809,113
3810,20
3811,91
3812,76
3813,4
3814,25
3815,11
3816,34
3817,16
3818,21
3819,193
3820,5
3821,19
3822,78
3823,27
3824,22
3825,33
3826,45
3827,5
3828,26
3829,7
3830,48
3831,10
3832,125
3833,55
3834,11
3835,36
3836,22
3837,5
3838,11
3839,18
3840,17
3841,24
3842,68
3843,55
3844,4
3845,40
3846,84
3847,40
3848,16
3849,46
3850,7
3851,4
3852,16
3853,6
3854,16
3855,68
3856,24
3857,25
3858,6
3859,24
3860,12
3861,10
3862,59
3863,99
3864,16
3865,38
3866,17
3867,45
3868,25
3869,22
3870,22
3871,19
3872,14
3873,16
3874,39
3875,30
3876,18
3877,15
3878,5
3879,11
3880,57
3881,12
3882,8
3883,45
3884,20
3885,23
3886,30
3887,14
3888,24
3889,32
3890,33
3891,6
3892,38
3893,5
3894,15
3895,31
3896,9
3897,25
3898,29
3899,61
3900,42
3901,41
3902,24
3903,13
3904,46
3905,20
3906,58
3907,29
3908,26
3909,52
3910,65
3911,45
3912,35
3913,38
3914,5
3915,30
3916,30
3917,32
3918,4
3919,68
3920,29
3921,11
3922,19
3923,35
3924,4
3925,5
3926,46
3927,5
3928,27
3929,4
3930,40
3931,10
3932,6
3933,26
3934,33
3935,17
3936,42
3937,8
3938,4
3939,85
3940,12
3941,13
3942,33
3943,6
3944,11
3945,30
3946,9
3947,19
3948,26
3949,37
3950,23
3951,4
3952,49
3953,4
3954,6
3955,19
3956,64
3957,32
3958,21
3959,25
3960,33
3961,30
3962,7
3963,4
3964,14
3965,38
3966,29
3967,4
3968,79
3969,33
3970,8
3971,5
3972,83
3973,6
3974,11
3975,8
3976,55
3977,8
3978,64
3979,24
3980,6
3981,29
3982,13
3983,10
3984,21
3985,17
3986,26
3987,13
3988,48
3989,89
3990,22
3991,29
3992,20
3993,21
3994,13
3995,6
3996,28
3997,30
3998,54
3999,34
4000,5
4001,21
4002,40
4003,37
4004,60
4005,35
4006,3
4007,29
4008,84
4009,22
4010,35
4011,53
4012,59
4013,35
4014,168
4015,81
4016,18
4017,50
4018,76
4019,18
4020,6
4021,38
4022,25
4023,23
4024,27
4025,37
4026,106
4027,32
4028,33
4029,23
4030,16
4031,22
4032,4
4033,24
4034,57
4035,26
4036,28
4037,19
4038,85
4039,4
4040,67
4041,9
4042,38
4043,35
4044,51
4045,22
4046,28
4047,14
4048,44
4049,13
4050,7
4051,21
4052,22
4053,31
4054,22
4055,57
4056,18
4057,34
4058,33
4059,26
4060,27
4061,20
4062,58
4063,33
4064,24
4065,28
4066,53
4067,10
4068,25
4069,25
4070,30
4071,21
4072,85
4073,28
4074,37
4075,81
4076,5
4077,6
4078,32
4079,4
4080,15
4081,5
4082,42
4083,25
4084,552
4085,52
4086,22
4087,27
4088,17
4089,44
4090,11
4091,26
4092,5
4093,17
4094,31
4095,25
4096,26
4097,26
4098,18
4099,33
4100,46
4101,49
4102,22
4103,41
4104,9
4105,3
4106,22
4107,4
4108,39
4109,19
4110,17
4111,30
4112,24
4113,24
4114,35
4115,30
4116,24
4117,3
4118,49
4119,27
4120,7
4121,27
4122,23
4123,13
4124,8
4125,23
4126,109
4127,22
4128,5
4129,5
4130,30
4131,12
4132,7
4133,7
4134,30
4135,32
4136,32
4137,13
4138,33
4139,15
4140,5
4141,42
4142,35
4143,13
4144,51
4145,50
4146,42
4147,5
4148,30
4149,24
4150,25
4151,34
4152,6
4153,30
4154,35
4155,24
4156,39
4157,27
4158,12
4159,8
4160,41
4161,32
4162,44
4163,22
4164,57
4165,95
4166,16
4167,38
4168,19
4169,35
4170,7
4171,29
4172,37
4173,36
4174,25
4175,13
4176,54
4177,5
4178,25
4179,27
4180,8
4181,5
4182,16
4183,5
4184,4
4185,20
4186,33
4187,4
4188,24
4189,10
4190,8
4191,100
4192,5
4193,84
4194,16
4195,11
4196,27
4197,20
4198,14
4199,5
4200,20
4201,9
4202,27
4203,25
4204,29
4205,71
4206,80
4207,26
4208,27
4209,24
4210,30
4211,24
4212,20
4213,36
4214,9
4215,7
4216,16
4217,16
4218,9
4219,10
4220,17
4221,24
4222,42
4223,41
4224,5
4225,36
4226,34
4227,6
4228,16
4229,5
4230,29
4231,30
4232,9
4233,18
4234,34
4235,19
4236,18
4237,112
4238,29
4239,38
4240,38
4241,70
4242,31
4243,40
4244,4
4245,18
4246,32
4247,35
4248,5
4249,49
4250,29
4251,5
4252,6
4253,3
4254,28
4255,10
4256,14
4257,15
4258,39
4259,28
4260,25
4261,12
4262,26
4263,7
4264,57
4265,6
4266,9
4267,53
4268,8
4269,57
4270,39
4271,82
4272,12
4273,28
4274,43
4275,5
4276,79
4277,23
4278,36
4279,19
4280,33
4281,10
4282,34
4283,13
4284,14
4285,14
4286,27
4287,12
4288,10
4289,28
4290,35
4291,39
4292,21
4293,73
4294,34
4295,23
4296,17
4297,15
4298,134
4299,5
4300,20
4301,69
4302,48
4303,12
4304,35
4305,41
